0,1,2,3,4
Looks weird but child is happy ,3.0, 24 Jan. 2016 ," By
    
    Amazon Customer
  
 on 24 Jan. 2016 "," very small so not going to be one the kids can get big cuddles from. Also head is huge compared to body (more so than on the pictures) so it looks weird and tends to fall out of little arms when trying to cuddle it. 2yo happy enough with it and hasn't managed to destroy it, which is probably what counts. "
Arrived not working so had to take packaging apart to ... ,3.0, 2 Nov. 2014 ," By
    
    Anni
  
 on 2 Nov. 2014 ", Arrived not working so had to take packaging apart to try new batteries as ones inside were very rusted. Now works well and so have reassembled torn box round it for Christmas. 
Smaller than expected ,3.0, 8 May 2014 ," By
    
    Claire
  
 on 8 May 2014 ", Smaller than what I was expecting but my little girl likes it none the less so happy with the purchase 
"Well, the recipient loved it... ",3.0, 8 Feb. 2012 ," By
    
    Jane
  
 on 8 Feb. 2012 "," I was really disappointed with this when it arrived - it wasn't very well finished and it wasn't particularly nice to handle - it's rather stiff and hard (I guess because it needs to be able to stand up!) I nearly sent it back, but it was a birthday gift and there was no time to buy something else. Just goes to show I know nothing! The little girl who received it totally loves it. It's been to school, to bed, and even has its own lead and collar now. Her mum thinks it's a great substitute for a real pet dog, too! "
"cant find email ,for replacement ",3.0, 21 Feb. 2016 ," By
    
    Nick and suzi
  
 on 21 Feb. 2016 "," i love these but this time there is a tear under the neck,ive tried to find an email to send problem to but cant find, i bought this for a gift but now i have to buy another, cant find any other way of getting in touch ,cant send back as child dosent understand so had to fix myself. "
Very cute ,3.0, 18 July 2013 ," By
    
    Vicky Vaporeon
  
 on 18 July 2013 "," A very cute plush, nice and big. DOES NOT come with stickers, and mine arrived with the fur around its neck not glued or sewn down, so quality is about a 6. "
Three Stars ,3.0, 9 Jan. 2016 ," By
    
    sue.
  
 on 9 Jan. 2016 ", Lovely little bag bought as a stocking  filler thank you 
Ok ,3.0, 18 Jun. 2015 ," By
    
    Rebecca Warr
  
 on 18 Jun. 2015 "," M daughter is going to love this.However it's not cuddly as the wings are a hard , scratchy felt to make them stand up.Such a shame as the body is nice soft material.Lint all over the wings already too.Considering giving it away and buying the more expensive one from a well known build a (dragon) workshop.Good size though. "
All mine were blue. The picture is a bit ... ,3.0, 27 Sept. 2015 ," By
    
    David Kingaby
  
 on 27 Sept. 2015 "," All mine were blue. The picture is a bit misleading; I was expecting a range of colours, not 1 random colour. "
Good product but... ,3.0, 22 Mar. 2015 ," By
    
    stunt man mike4
  
 on 22 Mar. 2015 "," The product quality and Q Workshops service is fine. Though, the images representing the products are not so good. Both the dice I bought and the dice bag appear in the pictures to have a green tinge (viewed on a Mac and a tablet). But in reality they do not. The images definitely look cooler than the actual product. "
Ok for the price. ,3.0, 1 Dec. 2014 ," By
    
    Jules Mountain
  
 on 1 Dec. 2014 "," Haven't popped or anything like that, so pretty robust for the price, but be warned, they do not look like these pictures.  These are clearly 'actual' dice, small plastic ones.  I could work that out for myself so wasn't expecting the blow up dice to look the same, but the blow up ones look as you might expect, with seams and convex 'faces' when they've been blown up.  However, for what I wanted them for (encouraging counting skills in young children) they are fine. "
"Dice are fine, but beware of paint quality. ",3.0, 16 Sept. 2015 ," By
    
    Mr. N. P. Coleman
  
 on 16 Sept. 2015 "," The dice have a nice feel to them and look good, however the paint work is not good on at least half of the dice I received. I managed to find two that were fine which are being used, but I expected all of them to be quality tested. "
Does the job. ,3.0, 16 Aug. 2014 ," By
    
    hazjazmaz
  
 on 16 Aug. 2014 "," Purchased from LTZmart.  Ordered on 2 Aug and arrived from China on 15 Aug.  The cubes are square, but the print is smudged and not always located in the middle of the cube face.  Lots of excess ink that's also been dripped onto dice.  My set contains 2 blue, 2 green, 2 yellow, 2 red, 2 pink and 2 orange dice.  They'll be fine for school and at £3 coming from China, it's hard to complain, but if you want a well produced product, this isn't it. "
"Good price, minor flaws ",3.0, 6 Mar. 2016 ," By
    
    James Cheng
  
 on 6 Mar. 2016 ", Very good price for the amount of dice included. The black set of dice appear to be slightly smaller and also not translucent like the rest and some of the faces of the other dice appear to be smeared with the paint used to fill the numbers on each dice face. I would buy again for the quantity of dice however the quality of the dice is reflected in the price. 
Handy tin ,3.0, 10 Nov. 2015 ," By
    
    Mac
  
 on 10 Nov. 2015 ", The dice are smaller than I expected 
you will never be short of dice again ,3.0, 12 Aug. 2013 ," By
    
    Paul Davies
  
 on 12 Aug. 2013 "," I play this with my nearly 7 year old and he can play reasonably well so it is not that difficult to grasp.  Games last between 5-15 minutes maximum and you can play 4 or 5 games before getting a bit bored.As you roll the dice each time you start the game no two games are alike, it is just that the game play is a little simple.  It is more akin to draughts than chess in terms of strategy and speed. "
Not great ,3.0, 3 Nov. 2014 ," By
    
    Ali
  
 on 3 Nov. 2014 "," Smaller than I imagined but perfect for Yatzee dice! The box had a large sticker on one side which didn't peel off well ( I ended up scrubbing it off and re-polishing it) and I never intended to use the dice provided but they weren't easy to read and didn't seems as nice as the box itself. Overall, its good for the price but not as pretty as the picture! "
Lives up to Chessex's reputation ,3.0, 16 July 2015 ," By
    
    Kaiters
  
 on 16 July 2015 "," I'm giving them three stars mostly cause it's expected, unbalanced dice have their uses and cause they look as pretty as in the picture.But that's about it, they are pretty, but as expected from Chessex and other cheap dice makers, they reign from slightly to woefully unbalanced. Your mileage may vary in this aspect.Otherwise the box the dice came in is somewhat brittle tho that may be of little concern if you got your own dice bag/box.On the other hand, the numbers are very easily read and they look very pretty, good show-off dice. "
... and it was the more modern version but its fine and in good condition for second hand ,3.0, 15 Dec. 2014 ," By
    
    Sarah C
  
 on 15 Dec. 2014 ", It's what it said it was but I was drawn to the clever wording of 1996 version and it was the more modern version but its fine and in good condition for second hand. 
... alright as dice go and the numbers are a good size to see ,3.0, 31 Jan. 2016 ," By
    
    Skye Everard
  
 on 31 Jan. 2016 "," They're alright as dice go and the numbers are a good size to see, but the colour isn't particularly similar to what's on the picture. "
"Fine, but misleading photo - all the dice are white ",3.0, 6 Mar. 2015 ," By
    
    Mr B J P Thompson
  
 on 6 Mar. 2015 "," It was delivered quickly and does the job well. My main gripe is that all the dice are white which makes it much less attractive than the picture suggests. I chose this version rather than spending an extra £5 on Perudo which is much more colourful, because I thought it wouldn't matter. But now I wish I'd spent the extra £5. "
